Id,Account_status,Salary,Internal_PD,External_PD,Loan_amount,Profit,Banking_with_bank,Months_on_book,External_utilisation,Internal_utilisation,Spend_percentage,Probability,Profit_score
11,In_order,240000.0,0.0511425462459194,0.2045454545454545,16900.0,-5.89,1,67.0,0.2413349780701754,0.750759,0.016166,0.3775782321540082,4.0
19,In_order,360000.0,0.0195865070729053,0.5397727272727273,36000.0,547.1,1,20.0,0.3707753558276102,0.616521,0.009537,0.4800962687403791,5.0
22,In_order,893532.0,0.1164309031556039,0.3579545454545454,79900.0,384.87,1,122.0,0.8661722080136403,0.842748,0.006621,0.3048417393434136,4.0
24,In_order,254376.0,0.4885745375408052,0.3238636363636363,20000.0,-509.66,1,18.0,0.3276660250240616,0.511176,0.136263,0.244923178477543,3.0
27,In_order,120000.0,0.0081610446137105,0.1477272727272727,23800.0,511.47,0,74.0,0.2414314516129032,0.287635,0.287312,0.5649527228839971,6.0
33,In_arrears,264000.0,0.3411316648531012,0.0511363636363636,126600.0,-7142.83,1,86.0,0.5877126392623896,0.836538,0.120033,0.3584145223986409,4.0
38,In_order,319608.0,0.0195865070729053,0.1761363636363636,60000.0,262.24,1,71.0,0.556708906589428,0.249643,0.042125,0.766860427567577,8.0
42,In_excess,174276.0,0.7138193688792164,0.6988636363636364,9000.0,1753.89,1,41.0,0.1698599875544492,0.882726,0.190361,0.6539309982326593,7.0
49,In_order,281652.0,0.1964091403699673,0.2727272727272727,35100.0,722.41,1,72.0,1.068971028971029,0.939143,0.026958,0.4235539756708238,5.0
59,In_order,72360.0,0.0478781284004352,0.3806818181818182,7500.0,160.09,1,117.0,0.2535307138904261,0.66504,0.030623,0.9973300826073788,10.0
64,In_order,1231212.0,0.1430903155603917,0.1988636363636363,110000.0,-522.46,1,15.0,1.1391041666666666,0.801966,0.131211,0.3655418807337837,4.0
69,In_order,95700.0,0.2410228509249183,0.7272727272727273,6000.0,988.85,1,21.0,0.4513271604938271,0.838743,0.040563,0.8952865034462035,9.0
72,In_order,277020.0,0.6915125136017409,0.5113636363636364,13500.0,224.63,0,24.0,0.4069422423556059,0.864989,0.176359,0.4686581677503713,5.0
73,In_order,489852.0,0.1131664853101196,0.4943181818181818,19000.0,555.38,0,49.0,0.22,0.875153,0.047879,0.564162407994937,6.0
78,In_order,1078392.0,0.0380848748639825,0.4204545454545454,50000.0,178.35,1,210.0,0.3526495842371656,0.397724,0.083334,0.4316897675660858,5.0
88,In_order,570000.0,0.0859630032644178,0.1477272727272727,50000.0,466.44,1,112.0,0.365773756660746,0.366594,0.046413,0.4966673600916892,5.0
112,In_order,233388.0,0.0,0.3352272727272727,14300.0,96.94,1,86.0,0.3634210526315789,0.67259,0.50017,0.432509375897698,5.0
113,In_order,300000.0,0.0859630032644178,0.4545454545454545,15870.0,410.14,1,165.0,0.3248336594911937,0.917622,0.194295,0.4979442279347903,5.0
116,In_order,180000.0,0.0511425462459194,0.1534090909090909,31800.0,288.53,0,40.0,1.0198698078115314,0.861495,0.130538,0.468568901745295,5.0
117,In_order,326364.0,0.4347116430903155,0.7386363636363636,5000.0,1078.17,1,15.0,0.1599038461538461,0.814892,0.136104,0.8804584397157573,9.0
133,In_order,329112.0,1.0,0.4545454545454545,47500.0,-7645.62,1,28.0,0.4297628059550845,0.939014,0.033088,0.1892615818360955,2.0
139,In_order,365616.0,0.2132752992383024,0.0625,50000.0,249.77,1,36.0,0.7249434889434889,0.58416,0.058927,0.4012525801477404,5.0
143,In_order,171336.0,0.0,0.2386363636363636,15000.0,126.0,0,115.0,0.8191581027667985,0.573247,0.123446,0.5242030790843147,6.0
144,In_order,390000.0,0.1583242655059847,0.3409090909090909,33500.0,565.87,0,57.0,0.4530355503082776,0.893927,0.447589,0.4571552535620377,5.0
157,In_order,163560.0,0.0310119695321001,0.5852272727272727,8750.0,268.4,1,50.0,0.3087365177195685,0.92704,0.151899,0.6192297192900355,7.0
161,In_order,423792.0,0.0418933623503808,0.6306818181818182,30000.0,457.0,1,13.0,0.2823957543593631,0.479878,0.292838,0.5896748929019153,6.0
166,In_order,204000.0,0.0859630032644178,0.625,12900.0,421.53,1,130.0,0.2957922077922078,0.896228,0.42066,0.5555935141316446,6.0
171,In_order,210000.0,0.0038084874863982,0.1420454545454545,24500.0,348.63,1,210.0,0.55342642107348,0.789246,0.05062,0.2396171588997122,3.0
186,In_order,642000.0,0.0571273122959738,0.6022727272727273,25300.0,403.39,0,17.0,0.1192338709677419,0.540501,0.366322,0.673390346670299,7.0
199,In_arrears,240000.0,0.1164309031556039,0.2045454545454545,67600.0,-1292.08,1,140.0,1.1071971496437054,0.527352,0.158656,0.1782491614404948,2.0
200,In_order,450012.0,0.1838955386289444,0.4772727272727273,48500.0,778.88,0,18.0,0.8672202591283863,0.850675,0.31321,0.4863647569827816,5.0
209,In_order,97800.0,0.2752992383025027,0.3125,10000.0,-96.72,0,20.0,0.6116450216450217,0.850642,0.110266,0.6575957014750251,7.0
215,In_order,144000.0,0.0859630032644178,0.25,13700.0,48.36,1,162.0,0.8136834733893558,0.965466,0.266097,0.4997614494369872,5.0
226,In_order,492000.0,0.0092491838955386,0.1875,75000.0,-705.46,1,64.0,0.1650395647873392,0.231498,0.156222,0.1623476430954294,2.0
267,In_order,65448.0,0.5935799782372143,0.3636363636363636,6000.0,108.27,1,15.0,0.4597592592592592,0.713125,0.20296,0.6114874765771834,7.0
269,In_order,312000.0,0.1430903155603917,0.3863636363636363,25000.0,-193.24,0,49.0,0.5874640371229698,0.263447,0.032603,0.3428013389935115,4.0
273,In_order,902400.0,0.1430903155603917,0.3465909090909091,12400.0,148.86,0,16.0,0.1470021567217828,0.607417,0.212638,0.4262485547831619,5.0
278,In_order,601800.0,0.0038084874863982,0.4375,94300.0,490.12,1,317.0,0.6391798072711344,0.921688,0.00211,0.3353590429438676,4.0
297,In_order,540000.0,0.0380848748639825,0.1647727272727272,97800.0,437.78,1,54.0,0.3871783142736129,0.259308,0.246713,0.842583710148437,9.0
300,In_order,245988.0,0.0418933623503808,0.3806818181818182,6100.0,316.41,1,15.0,0.2766887417218543,0.552605,0.39363,0.8013335320668117,9.0
308,In_order,1115112.0,0.0418933623503808,0.3238636363636363,150000.0,671.91,1,16.0,0.3235056789286319,0.218421,0.083508,0.6515669876222403,7.0
317,In_order,304968.0,0.0511425462459194,0.5284090909090909,54000.0,421.38,1,23.0,0.7400456360524814,0.637474,0.096602,0.4760912868106049,5.0
318,In_order,791076.0,0.0038084874863982,0.1534090909090909,114900.0,353.63,1,176.0,0.6962154031287605,0.411604,0.097933,0.4381986715001917,5.0
326,In_order,190764.0,0.4494015233949944,0.5681818181818182,39000.0,-49.59,1,131.0,0.0073736372646184,0.09869,0.064242,0.4644355108646596,5.0
330,In_order,240000.0,0.0,0.3011363636363636,118200.0,480.04,0,97.0,0.4449749163879599,0.312393,0.083261,0.4156782648177782,5.0
342,In_order,462000.0,0.1131664853101196,0.4034090909090909,92000.0,1399.61,0,24.0,0.4193587470449172,0.442643,0.103752,0.41787021647052,5.0
343,In_order,180000.0,0.2410228509249183,0.4261363636363636,10000.0,2308.51,1,13.0,0.184116124260355,0.807324,0.020069,0.7630838072475228,8.0
346,In_order,255240.0,0.0038084874863982,0.2443181818181818,30000.0,168.58,0,158.0,0.6648479913137894,0.586392,0.084942,0.5317850992206358,6.0
353,In_excess,397536.0,0.4347116430903155,0.7954545454545454,20200.0,4738.11,1,15.0,1.15935960591133,0.948727,0.46812,0.7801925606511667,8.0
387,In_order,233280.0,0.0,0.2159090909090909,35000.0,492.49,0,78.0,0.5958787010506208,0.557367,0.186241,0.2027108578177844,3.0
392,In_order,197880.0,0.0723612622415669,0.4715909090909091,10000.0,566.29,1,19.0,0.6009814049586777,0.914454,0.363232,0.7487818186473856,8.0
395,In_order,84000.0,0.1964091403699673,0.3863636363636363,12600.0,642.26,1,67.0,0.9536953807740324,0.882734,0.104374,0.641647323061673,7.0
396,In_order,93600.0,0.9885745375408048,0.3977272727272727,11000.0,139.04,0,115.0,1.0458823529411765,0.50094,0.023715,0.5007563191513039,6.0
397,In_order,504000.0,0.0195865070729053,0.1306818181818181,84100.0,2390.11,1,117.0,1.1521338655204176,0.723789,0.114397,0.5478943247389447,6.0
410,In_excess,105984.0,0.1838955386289444,0.4147727272727273,3000.0,-13.53,1,16.0,0.4753416149068323,0.868662,0.872023,0.522592415208472,6.0
416,In_order,85848.0,0.1022850924918389,0.4488636363636363,9400.0,511.66,0,24.0,0.4871296296296296,0.932947,0.203538,0.7160222310645505,8.0
417,In_order,399240.0,0.4347116430903155,0.6534090909090909,48700.0,531.97,1,31.0,0.5456161849710983,0.873926,0.054722,0.4392739413088791,5.0
426,In_order,189600.0,0.0092491838955386,0.1420454545454545,50100.0,614.44,1,45.0,0.1873979933110368,0.084591,0.034711,0.7205685665199754,8.0
436,In_order,405504.0,0.1316648531011969,0.1193181818181818,27500.0,130.18,1,64.0,0.4393199864842034,0.788817,0.002848,0.1051732989159777,2.0
442,In_order,360000.0,0.0310119695321001,0.0397727272727272,35900.0,295.94,1,311.0,0.0703534072900158,0.164876,0.255684,0.8926753336023705,9.0
467,In_order,90000.0,0.0,0.3636363636363636,19500.0,247.42,1,28.0,0.5486420787929589,0.661261,0.389475,0.5755150488984646,6.0
480,In_order,120000.0,0.2132752992383024,0.4261363636363636,4500.0,-114.31,0,20.0,0.7312827988338192,0.9368,0.152014,0.5405150017060353,6.0
481,In_order,146952.0,0.0310119695321001,0.0909090909090909,23000.0,217.72,0,212.0,0.584557309540151,0.818615,0.084751,0.427333656069144,5.0
482,In_order,306240.0,0.0038084874863982,0.0568181818181818,43100.0,287.53,1,406.0,0.6816721945826424,0.911771,0.067253,0.4490140071903007,5.0
495,In_order,177276.0,0.2187159956474428,0.2784090909090909,24000.0,1348.99,0,69.0,0.5229521531100478,0.909273,0.105668,0.5215957514542193,6.0
496,In_order,240000.0,0.1838955386289444,0.4715909090909091,30000.0,86.21,0,16.0,1.1143532482598608,0.464279,0.054458,0.4306152649629501,5.0
511,In_order,216000.0,0.3634385201305766,0.2897727272727273,32500.0,-758.97,0,27.0,0.9783793517406962,0.890446,0.060605,0.3422852906758576,4.0
515,In_order,240000.0,0.1022850924918389,0.3238636363636363,4900.0,-13.76,1,130.0,0.1259230769230769,0.754374,0.235264,0.2213203977545221,3.0
517,In_order,811740.0,0.0756256800870511,0.4659090909090909,65000.0,-361.01,0,123.0,0.8123940020682523,0.151061,0.049858,0.1304067713763912,2.0
522,In_order,513384.0,0.2752992383025027,0.4943181818181818,72600.0,-1904.49,1,35.0,0.1711864508393285,0.592829,0.160573,0.1005415909354743,2.0
530,In_order,228000.0,0.0223068552774755,0.1420454545454545,5800.0,96.15,0,58.0,0.8215769944341373,0.426895,0.209872,0.7620185982562697,8.0
538,In_order,365208.0,0.5250272034820457,0.6818181818181818,10000.0,-24.16,0,14.0,0.1761938775510204,0.80146,0.355055,0.2369281025516416,3.0
546,In_order,316128.0,0.0756256800870511,0.7670454545454546,5000.0,266.87,1,20.0,0.1708252427184466,0.858619,1.183992,0.9951546997019128,10.0
550,In_arrears,189852.0,0.0489662676822633,0.0738636363636363,40710.0,-318.91,0,261.0,0.0614341692789968,0.056084,0.044753,0.5766502009986415,6.0
551,In_order,768000.0,0.0511425462459194,0.4488636363636363,163500.0,942.19,1,21.0,0.4931553512494107,0.414665,0.022652,0.5059000977807958,6.0
558,In_order,463200.0,0.647986942328618,0.4886363636363636,20000.0,-63.07,1,17.0,0.4680495049504951,0.909064,0.133329,0.4659183026836743,5.0
575,In_order,180000.0,0.0380848748639825,0.4090909090909091,69900.0,-45.16,0,85.0,0.6702271163110806,0.153511,0.106908,0.5738477631561891,6.0
582,In_order,192396.0,0.0625680087051142,0.4147727272727273,25000.0,177.97,1,109.0,0.9584631317315658,0.912665,0.104857,0.4625425154778527,5.0
590,In_order,264000.0,0.1583242655059847,0.3863636363636363,76600.0,-265.59,1,106.0,0.2755364271457086,0.192967,0.06227,0.5139012718285634,6.0
602,In_order,1434000.0,0.0,0.0852272727272727,100000.0,1815.09,1,185.0,0.6125269461077845,0.501706,0.029434,0.4116874249610437,5.0
628,In_order,234000.0,0.0859630032644178,0.1420454545454545,3000.0,145.5,0,31.0,0.1070547073791348,0.793384,0.310829,0.63144797366647,7.0
639,In_order,132000.0,0.0723612622415669,0.3579545454545454,29000.0,282.73,1,23.0,1.0386369426751592,0.686873,0.089245,0.3335103399988799,4.0
649,In_order,300000.0,0.7138193688792164,0.6818181818181818,15000.0,-206.79,1,58.0,0.5188309965896173,0.934231,0.107493,0.5148950550566833,6.0
653,In_order,216000.0,0.0511425462459194,0.4602272727272727,43000.0,743.67,0,19.0,0.0686749021196165,0.193827,0.070144,0.5010450359715709,6.0
656,In_order,200400.0,0.1022850924918389,0.4261363636363636,22700.0,-13.01,1,150.0,0.4234667908131595,0.954375,0.075813,0.4129795733557143,5.0
668,In_order,288000.0,0.0756256800870511,0.2045454545454545,37500.0,-161.87,1,80.0,0.8845414847161572,0.903536,0.218154,0.4180724896131398,5.0
671,In_order,99840.0,0.0418933623503808,0.2443181818181818,12530.0,156.86,1,87.0,0.4768055555555555,0.954437,0.360363,0.5371330636816471,6.0
678,In_order,223200.0,0.0125136017410228,0.3068181818181818,17500.0,165.99,1,36.0,0.3089364161849711,0.503341,0.53427,0.5296871597487275,6.0
683,In_order,248520.0,0.3411316648531012,0.1875,68000.0,-2170.84,1,144.0,0.6894635695187166,0.835038,0.162409,0.3625839459810849,4.0
690,In_order,79368.0,0.0223068552774755,0.6363636363636364,25400.0,136.14,1,145.0,0.3034272570442783,0.037012,0.008056,0.7834433649611112,8.0
694,In_order,138000.0,0.0723612622415669,0.2727272727272727,11000.0,26.67,0,39.0,0.3059877931256023,0.497778,0.143629,0.2474879165446559,3.0
705,In_order,971184.0,0.0571273122959738,0.1590909090909091,100000.0,-5.27,1,17.0,0.2006073752711496,0.175925,0.226407,0.4790904096607944,5.0
710,In_arrears,684000.0,0.2094668117519042,0.1079545454545454,132700.0,-4534.9,0,175.0,0.1002094387042725,0.145393,0.117983,0.0598442074423899,1.0
747,In_order,366000.0,0.0038084874863982,0.1193181818181818,17250.0,-207.08,1,221.0,0.0246581196581196,0.068851,0.00052,0.3805429168197575,4.0
756,In_order,288000.0,0.1284004352557127,0.6079545454545454,13500.0,4867.43,1,157.0,0.4452665121668598,1.009382,0.264934,0.9432408570119382,10.0
759,In_order,268788.0,0.0310119695321001,0.1988636363636363,10000.0,-24.06,1,414.0,0.5750328227571117,0.915347,0.049543,0.4374299630087186,5.0
761,In_order,673740.0,0.0859630032644178,0.0909090909090909,130000.0,8.2,0,74.0,0.393079478054567,0.312946,0.119995,0.3834550536540155,4.0
766,In_order,662004.0,0.162132752992383,0.1363636363636363,30000.0,-173.27,0,26.0,0.275539151560456,0.883571,0.156623,0.3792054478023967,4.0
781,In_order,432000.0,0.6653971708378672,0.4545454545454545,42500.0,-964.92,1,20.0,0.518287037037037,0.830987,0.026862,0.4003187706673385,5.0
783,In_order,322800.0,0.0038084874863982,0.5170454545454546,28000.0,35.7,1,159.0,0.1212708649468892,0.490287,0.183565,0.4267427967528372,5.0
788,In_order,354228.0,0.162132752992383,0.8465909090909091,45000.0,-2090.65,1,34.0,1.1860225718194255,0.764996,0.449447,0.5501654570970013,6.0
792,In_order,329508.0,0.0620239390642002,0.2159090909090909,50000.0,844.2,1,80.0,1.1250495476087894,0.893256,0.070462,0.4609646728627128,5.0
793,In_order,110184.0,0.4347116430903155,0.5681818181818182,6000.0,-94.08,1,14.0,0.5367256637168142,0.901688,0.297313,0.5497608310409549,6.0
808,In_order,156000.0,0.0625680087051142,0.5681818181818182,20700.0,152.09,1,24.0,0.1582784184514003,0.508528,0.12825,0.17421106067272,2.0
813,In_order,241200.0,0.162132752992383,0.6647727272727273,11100.0,917.87,1,15.0,0.5317688266199649,0.824364,0.050379,0.729376614128991,8.0
831,In_order,333180.0,0.1131664853101196,0.0568181818181818,70000.0,294.85,1,34.0,0.2414389067524116,0.412273,0.094555,0.3437039394228757,4.0
837,In_order,182400.0,0.6849836779107725,0.6193181818181818,3500.0,186.81,0,198.0,0.3701689189189189,0.953418,0.092857,0.6387238778062769,7.0
841,In_order,142680.0,0.2132752992383024,0.3977272727272727,4000.0,36.92,0,31.0,0.0186598639455782,0.546933,0.11027,0.5000243295430368,6.0
852,In_order,322284.0,0.0038084874863982,0.0738636363636363,50000.0,878.9,1,158.0,0.862061266874351,0.691286,0.115401,0.484596319892331,5.0
865,In_excess,241692.0,0.3411316648531012,0.4375,2000.0,263.81,0,122.0,0.373130081300813,0.775702,0.268814,0.7900741572629761,8.0
867,In_order,699996.0,0.3068552774755169,0.625,30000.0,-1377.17,0,22.0,0.4228276858418702,0.689898,0.254844,0.224587595031947,3.0
881,In_order,720000.0,0.0,0.7613636363636364,33600.0,284.96,0,30.0,0.3497563676633444,0.559715,0.235261,0.4499098068920479,5.0
883,In_order,72888.0,0.2752992383025027,0.6477272727272727,7700.0,91.67,1,20.0,0.8078235294117647,0.903401,0.083354,0.5445461164451392,6.0
884,In_order,336912.0,0.1430903155603917,0.2670454545454545,20200.0,194.0,0,60.0,0.8182421875,0.79145,0.126897,0.4497644035084984,5.0
890,In_order,240000.0,0.0195865070729053,0.3636363636363636,84500.0,490.75,0,89.0,0.3730035474970437,0.596372,0.093094,0.4448811977420026,5.0
891,In_order,177948.0,0.0859630032644178,0.4090909090909091,18400.0,554.62,1,132.0,0.8988118107435077,0.858605,0.148321,0.5356496556148713,6.0
905,In_order,240000.0,0.0859630032644178,0.4829545454545454,30000.0,46.2,1,22.0,0.3868813131313131,0.993478,0.086714,0.4197823118358169,5.0
911,In_order,396000.0,0.1316648531011969,0.4147727272727273,35000.0,424.03,0,28.0,1.1786279854620976,0.819017,0.065395,0.4835056522097351,5.0
915,In_order,264000.0,0.1022850924918389,0.3181818181818182,36500.0,1218.4,1,33.0,0.8671158256880734,0.889017,0.110392,0.5435459669523047,6.0
921,In_order,60000.0,0.309031556039173,0.6647727272727273,6200.0,-85.85,0,17.0,0.5816313559322034,0.718874,0.806504,0.2006304358972934,3.0
929,In_order,1020000.0,0.0511425462459194,0.1306818181818181,100000.0,662.8,1,28.0,0.3325238095238095,0.092342,0.03552,0.6896400038986041,7.0
937,In_order,127596.0,0.0310119695321001,0.2045454545454545,17200.0,102.07,1,415.0,0.5898051948051948,0.228529,0.003708,0.2638485998861605,3.0
950,In_order,327816.0,0.1316648531011969,0.2329545454545454,80000.0,1003.65,1,33.0,1.0956953828828828,0.842579,0.157842,0.4296719824319255,5.0
957,In_order,911184.0,0.0489662676822633,0.125,40000.0,673.7,1,213.0,1.005443894389439,0.860979,0.227182,0.4565687991238637,5.0
982,In_order,372000.0,0.0990206746463547,0.3579545454545454,10800.0,2999.82,1,120.0,0.1374880763116057,0.83305,0.108339,0.8037655019917431,9.0
991,In_order,800916.0,0.0038084874863982,0.034090909090909,75600.0,-199.2,1,259.0,0.8237674216027875,0.231581,0.045943,0.3782940934838857,4.0
995,In_order,564000.0,0.2410228509249183,0.1875,46800.0,1047.17,0,18.0,0.6546324132276579,0.889021,0.062165,0.4402308978589477,5.0
1004,In_order,154812.0,0.2410228509249183,0.7386363636363636,12000.0,2736.56,1,20.0,0.3832142857142857,0.979958,0.037591,0.7298847050691715,8.0
1005,In_order,312000.0,0.0418933623503808,0.3636363636363636,22500.0,1752.71,0,39.0,0.7531770645510277,0.889185,0.073741,0.5865823303331823,6.0
1018,In_order,615600.0,0.7138193688792164,0.3295454545454545,129500.0,2629.04,0,71.0,0.5000618101545253,0.875572,0.095434,0.456600913124976,5.0
1019,In_order,425340.0,0.0038084874863982,0.5568181818181818,30500.0,466.23,1,154.0,0.5049614035087719,0.874849,0.091736,0.5080907584247859,6.0
1022,In_order,408000.0,0.0092491838955386,0.3636363636363636,15000.0,134.73,1,228.0,0.2158013605442177,0.850769,0.209249,0.4932176423833238,5.0
1032,In_order,206064.0,0.2094668117519042,0.5,21500.0,42.43,1,105.0,0.7480877192982456,0.838118,0.712747,0.9001326402532173,10.0
1034,In_order,235896.0,0.1022850924918389,0.1818181818181818,34400.0,517.13,1,124.0,0.7369798394989234,0.809144,0.18542,0.4054799217011759,5.0
1042,In_order,252000.0,0.6441784548422197,0.2840909090909091,46000.0,-591.89,1,79.0,0.4609497816593886,0.335847,0.017572,0.1723639804855362,2.0
1043,In_order,653328.0,0.2752992383025027,0.1875,130500.0,-4006.44,0,13.0,0.2170417391304347,0.164334,0.117654,0.205388057916701,3.0
1044,In_order,116388.0,0.1430903155603917,0.3522727272727273,7700.0,110.34,1,17.0,0.5965942028985507,0.684936,0.192736,0.5698813142587044,6.0
1051,In_order,156000.0,0.0723612622415669,0.3011363636363636,14500.0,205.28,1,32.0,0.1779511483776886,0.798347,0.233993,0.4466198464515135,5.0
1056,In_order,216000.0,0.1964091403699673,0.6363636363636364,8000.0,-85.57,0,29.0,0.9326447876447876,0.869195,0.213069,0.471505171028828,5.0
1062,In_order,102984.0,0.0038084874863982,0.2840909090909091,13500.0,221.79,1,65.0,0.0133333333333333,0.05422,0.292595,0.7164890183048102,8.0
1065,In_order,723504.0,0.0511425462459194,0.0,46600.0,-26.05,1,24.0,0.0544652650822669,0.055565,0.00986,0.8087324789111658,9.0
1069,In_order,780000.0,0.2752992383025027,0.5681818181818182,18000.0,205.03,1,14.0,0.2822330654420206,0.56578,0.026579,0.5921863518889999,6.0
1077,In_order,600000.0,0.1131664853101196,0.3295454545454545,106000.0,8760.41,0,57.0,1.0356474014336918,0.800306,0.052063,0.6261070688006335,7.0
1088,In_order,180000.0,0.1583242655059847,0.5397727272727273,22400.0,134.73,0,54.0,0.7046933333333333,0.856337,0.498361,0.5554517035003429,6.0
1094,In_order,384000.0,0.1164309031556039,0.25,9000.0,0.32,0,163.0,0.1136645962732919,0.423992,0.142178,0.6636090999718874,7.0
1105,In_order,447240.0,0.6441784548422197,0.1363636363636363,100100.0,-454.92,0,158.0,0.2480244549204478,0.069538,0.023152,0.4464926653468218,5.0
1109,In_order,540000.0,0.0195865070729053,0.5227272727272727,13400.0,325.97,1,24.0,0.6395564941921859,0.750542,0.973386,0.4856595801686291,5.0
1118,In_order,162756.0,0.0756256800870511,0.2670454545454545,36000.0,-166.76,0,120.0,0.8122239146991622,0.976488,0.277751,0.3910736025743203,4.0
1139,In_order,204672.0,0.0,0.3579545454545454,10500.0,94.13,1,91.0,0.7278055555555556,0.805712,1.274081,0.494225093088728,5.0
1157,In_order,90000.0,0.0,0.2954545454545454,7000.0,143.04,1,31.0,0.400394922425952,0.7496,0.710353,0.6412927242648815,7.0
1162,In_order,228000.0,0.0380848748639825,0.2443181818181818,18900.0,185.49,0,206.0,0.566311010215664,0.545452,0.039928,0.5925338042980943,6.0
1170,In_order,166656.0,0.0859630032644178,0.4886363636363636,12600.0,292.85,1,13.0,0.6512208067940553,0.934609,0.372907,0.5786258923729358,6.0
1175,In_order,494016.0,0.2410228509249183,0.4943181818181818,11100.0,-14.23,0,16.0,1.0409038208168644,0.861803,0.093177,0.5733520351879411,6.0
1176,In_order,281556.0,0.0625680087051142,0.5454545454545454,22800.0,46.82,1,46.0,0.5278154289834175,0.56626,0.030425,0.4576312404212717,5.0
1177,In_order,156000.0,0.0223068552774755,0.5170454545454546,7000.0,-77.1,1,71.0,0.1989955499046408,0.683217,1.140818,0.3629127421790899,4.0
1183,In_order,494880.0,0.0310119695321001,0.0454545454545454,15100.0,109.29,0,318.0,0.0076819923371647,0.127868,1.160404,0.5215700685326969,6.0
1185,In_order,178836.0,0.2132752992383024,0.4090909090909091,16500.0,-270.5,1,39.0,0.747568013190437,0.840314,0.020949,0.4702481838575268,5.0
1191,In_order,754380.0,0.0038084874863982,0.1420454545454545,111400.0,-169.56,0,288.0,0.3839607390300231,0.392079,0.137946,0.1667764696610319,2.0
1192,In_order,179964.0,0.0625680087051142,0.5965909090909091,5000.0,113.73,1,36.0,0.3168905305574211,0.86011,0.194914,0.7675374569177662,8.0
1198,In_order,187200.0,0.0272034820457018,0.5511363636363636,10000.0,142.16,0,23.0,0.4864143192488263,0.559982,0.373624,0.8300900839929151,9.0
1200,In_order,279132.0,0.0195865070729053,0.1079545454545454,36200.0,-172.33,1,70.0,0.0939033321127792,0.418134,0.104241,0.3166573414408216,4.0
1209,In_order,329256.0,0.0625680087051142,0.2272727272727272,15000.0,246.37,1,19.0,0.5724058127018299,0.80767,0.456094,0.560956737490259,6.0
1216,In_order,720000.0,0.0081610446137105,0.4602272727272727,30000.0,139.34,1,103.0,0.1486483160621761,0.269332,0.943885,0.3603666367634627,4.0
1228,In_order,480000.0,0.0,0.5852272727272727,11000.0,326.95,1,27.0,0.4932349823321554,0.91842,1.200682,0.5950362549541963,6.0
1232,In_order,481968.0,0.0,0.4318181818181818,15000.0,745.41,1,26.0,0.1576712328767123,0.48276,0.596481,0.9334092972462352,10.0
1237,In_order,719004.0,0.0756256800870511,0.8465909090909091,16000.0,328.26,1,22.0,0.4804978479196556,0.667643,0.01244,0.4366396936362456,5.0
1240,In_order,1044000.0,0.0418933623503808,0.096590909090909,43500.0,146.9,1,230.0,0.1439033018867924,0.570591,0.074869,0.1487912645930001,2.0
1247,In_order,887136.0,0.0625680087051142,0.4147727272727273,45000.0,263.74,1,59.0,0.5224745126824892,0.913112,0.153177,0.3400500191524809,4.0
1276,In_order,278400.0,0.162132752992383,0.3125,39800.0,949.47,0,27.0,1.193891941391941,0.877446,0.032355,0.4619350403043593,5.0
1277,In_order,240000.0,0.0310119695321001,0.3693181818181818,42500.0,647.1,1,136.0,0.4964869439071567,0.702819,0.062857,0.5157294854476461,6.0
1286,In_order,823608.0,0.0092491838955386,0.1647727272727272,149200.0,27.39,1,58.0,0.8266140602582497,0.165428,0.054973,0.3673003556046079,4.0
1289,In_order,442992.0,0.0380848748639825,0.4090909090909091,70000.0,-411.93,0,144.0,0.0296599777034559,0.138759,0.065802,0.3578126533776894,4.0
1293,In_order,847200.0,0.0125136017410228,0.1477272727272727,70600.0,333.49,0,210.0,0.4596893687707641,0.370095,0.073202,0.448788298625538,5.0
1299,In_order,799332.0,0.0092491838955386,0.096590909090909,49700.0,117.98,1,264.0,1.031111605157848,0.797895,0.159001,0.4241860727676374,5.0
1305,In_order,270000.0,0.0223068552774755,0.5625,21500.0,173.65,0,43.0,0.28,0.192641,0.098885,0.7820637470519249,8.0
1308,In_order,417084.0,0.3590859630032644,0.5340909090909091,75000.0,16.64,1,17.0,0.6841872110939907,0.376835,0.023147,0.3855270885141893,4.0
1309,In_order,360000.0,0.0,0.1590909090909091,158300.0,3417.27,1,274.0,0.2836976751235185,0.799781,0.025405,0.3743881746318905,4.0
1312,In_order,240000.0,0.1164309031556039,0.4034090909090909,37500.0,-46.57,1,43.0,0.4381864754098361,0.431086,0.181243,0.4981683176231162,5.0
1320,In_order,144000.0,0.1964091403699673,0.6363636363636364,5800.0,32.01,1,20.0,0.3695016077170418,0.855909,0.023823,0.5834332370057049,6.0
1322,In_order,373404.0,0.0625680087051142,0.3920454545454545,50000.0,663.39,1,35.0,0.5899021838034577,0.923049,0.135458,0.4499761436576465,5.0
1346,In_order,80340.0,0.1838955386289444,0.5227272727272727,11000.0,54.81,1,18.0,0.743886462882096,0.499853,0.237185,0.4789350234805379,5.0
1347,In_order,444000.0,0.1877040261153427,0.2443181818181818,20000.0,101.82,0,94.0,0.335626204238921,0.263121,0.069186,0.3121655360368983,4.0
1352,In_order,324000.0,0.5467899891186072,0.6306818181818182,32000.0,2452.15,1,31.0,1.0070346666666667,0.807387,0.037914,0.3747019481978606,4.0
